date,sp500,sp500_norm,fed_rate
2017-11-15,2564.6201171875,124.60500330530498,1.16
2017-11-16,2585.639892578125,125.62627314736558,1.16
2017-11-17,2578.85009765625,125.2963831909496,1.16
2017-11-20,2582.139892578125,125.45622164201953,1.16
2017-11-21,2599.030029296875,126.27684826331222,1.16
2017-11-22,2597.080078125,126.18210765413261,1.16
2017-11-24,2602.419921875,126.44155007356129,1.16
2017-11-27,2601.419921875,126.39296392917667,1.16
2017-11-28,2627.0400390625,127.63774664199876,1.16
2017-11-29,2626.070068359375,127.5906195053679,1.16
2017-11-30,2647.580078125,128.63570794555457,1.16
2017-12-01,2642.219970703125,128.37528099243843,1.3
2017-12-04,2639.43994140625,128.24021008762705,1.3
2017-12-05,2629.570068359375,127.76067101071398,1.3
2017-12-06,2629.27001953125,127.74609279502826,1.3
2017-12-07,2636.97998046875,128.12069007033722,1.3
2017-12-08,2651.5,128.82616183574964,1.3
2017-12-11,2659.989990234375,129.2386577271008,1.3
2017-12-12,2664.110107421875,129.4388383356541,1.3
2017-12-13,2662.85009765625,129.37761931925544,1.3
2017-12-14,2652.010009765625,128.85094124385986,1.3
2017-12-15,2675.81005859375,130.00729385258353,1.3
2017-12-18,2690.159912109375,130.70449790739144,1.3
2017-12-19,2681.469970703125,130.28228715953372,1.3
2017-12-20,2679.25,130.17442734242212,1.3
2017-12-21,2684.570068359375,130.43290895186664,1.3
2017-12-22,2683.340087890625,130.3731489432217,1.3
2017-12-26,2680.5,130.23516002290287,1.3
2017-12-27,2682.6201171875,130.338168342687,1.3
2017-12-28,2687.5400390625,130.5772083772667,1.3
2017-12-29,2673.610107421875,129.90040670730772,1.3
2018-01-02,2695.81005859375,130.9790167402754,1.41
2018-01-03,2713.06005859375,131.81712773090965,1.41
2018-01-04,2723.989990234375,132.34817096771476,1.41
2018-01-05,2743.14990234375,133.279077223857,1.41
2018-01-08,2747.7099609375,133.50063288909513,1.41
2018-01-09,2751.2900390625,133.6745750817845,1.41
2018-01-10,2748.22998046875,133.52589863312326,1.41
2018-01-11,2767.56005859375,134.46507259986998,1.41
2018-01-12,2786.239990234375,135.3726584556557,1.41
2018-01-16,2776.419921875,134.89553919648054,1.41
2018-01-17,2802.56005859375,136.16558765333073,1.41
2018-01-18,2798.030029296875,135.94549099584634,1.41
2018-01-19,2810.300048828125,136.54164393639343,1.41
2018-01-22,2832.969970703125,137.64308803379964,1.41
2018-01-23,2839.1298828125,137.94237441294212,1.41
2018-01-24,2837.5400390625,137.86513003495568,1.41
2018-01-25,2839.25,137.9482104439571,1.41
2018-01-26,2872.8701171875,139.5816823118559,1.41
2018-01-29,2853.530029296875,138.64202200919127,1.41
2018-01-30,2822.429931640625,137.13098817408977,1.41
2018-01-31,2823.81005859375,137.19804322150335,1.41
2018-02-01,2821.97998046875,137.10912678148702,1.42
2018-02-02,2762.1298828125,134.20124129532843,1.42
2018-02-05,2648.93994140625,128.7017784592807,1.42
2018-02-06,2695.139892578125,130.94645595747858,1.42
2018-02-07,2681.659912109375,130.29151568012242,1.42
2018-02-08,2581.0,125.4008386566358,1.42
2018-02-09,2619.550048828125,127.27383689503222,1.42
2018-02-12,2656.0,129.04479948548033,1.42
2018-02-13,2662.93994140625,129.381984480665,1.42
2018-02-14,2698.6298828125,131.11602112690676,1.42
2018-02-15,2731.199951171875,132.69847517083141,1.42
2018-02-16,2732.219970703125,132.74803398705183,1.42
2018-02-20,2716.260009765625,131.97260102057,1.42
2018-02-21,2701.330078125,131.2472132062265,1.42
2018-02-22,2703.9599609375,131.37498907226916,1.42
2018-02-23,2747.300048828125,133.48071684016404,1.42
2018-02-26,2779.60009765625,135.05005167615673,1.42
2018-02-27,2744.280029296875,133.33398573517442,1.42
2018-02-28,2713.830078125,131.8545400110339,1.42
2018-03-01,2677.669921875,130.09765743850193,1.51
2018-03-02,2691.25,130.75746107503724,1.51
2018-03-05,2720.93994140625,132.19998085497141,1.51
2018-03-06,2728.1201171875,132.548837912186,1.51
2018-03-07,2726.800048828125,132.4847008802799,1.51
2018-03-08,2738.969970703125,133.07599046164785,1.51
2018-03-09,2786.570068359375,135.38869567909515,1.51
2018-03-12,2783.02001953125,135.21621249415952,1.51
2018-03-13,2765.31005859375,134.35575377500464,1.51
2018-03-14,2749.47998046875,133.586631313604,1.51
2018-03-15,2747.330078125,133.48217584791777,1.51
2018-03-16,2752.010009765625,133.7095556823192,1.51
2018-03-19,2712.919921875,131.81031902805887,1.51
2018-03-20,2716.93994140625,132.00563627743304,1.51
2018-03-21,2711.929931640625,131.76221921959217,1.51
2018-03-22,2643.68994140625,128.4467012012616,1.51
2018-03-23,2588.260009765625,125.75357453934201,1.51
2018-03-26,2658.550048828125,129.16869652603137,1.51
2018-03-27,2612.6201171875,126.93713823576545,1.51
2018-03-28,2605.0,126.56690612186605,1.51
2018-03-29,2640.8701171875,128.30969681463023,1.51
2018-04-02,2581.8798828125,125.44358877000545,1.69
2018-04-03,2614.449951171875,127.02604281393013,1.69
2018-04-04,2644.68994140625,128.49528734564618,1.69
2018-04-05,2662.840087890625,129.37713298333753,1.69
2018-04-06,2604.469970703125,126.54115404192001,1.69
2018-04-09,2613.159912109375,126.96336478977774,1.69
